param-n build-and-open-real build-and-open-sys build-and-open-user open-constr-real open-constr-sys open-constr-user uconstr-real uconstr-sys uconstr-user
48 0.001 0. 0.001 0.001 0. 0.001 0. 0. 0.
49 0.001 0. 0.001 0.001 0. 0.001 0. 0. 0.
50 0.002 0. 0.002 0.001 0. 0.001 0. 0. 0.
51 0.002 0. 0.002 0.001 0. 0.001 0. 0. 0.
52 0.002 0. 0.002 0.001 0. 0.001 0. 0. 0.
53 0.002 0. 0.002 0.001 0. 0.001 0. 0. 0.
54 0.041 0. 0.041 0.001 0. 0.001 0.04 0. 0.04
55 0.002 0. 0.002 0.001 0. 0.001 0. 0. 0.
56 0.002 0. 0.002 0.001 0. 0.001 0. 0. 0.
57 0.002 0. 0.002 0.001 0. 0.001 0. 0. 0.
58 0.002 0. 0.002 0.001 0. 0.001 0. 0. 0.
59 0.002 0. 0.002 0.001 0. 0.001 0. 0. 0.
60 0.002 0. 0.002 0.001 0. 0.001 0. 0. 0.
61 0.002 0. 0.002 0.001 0. 0.001 0. 0. 0.
62 0.002 0. 0.002 0.001 0. 0.001 0. 0. 0.
63 0.002 0. 0.002 0.001 0. 0.001 0. 0. 0.
64 0.002 0. 0.002 0.001 0. 0.001 0. 0. 0.
65 0.002 0. 0.002 0.001 0. 0.001 0.001 0. 0.001
66 0.002 0. 0.002 0.001 0. 0.001 0. 0. 0.
67 0.003 0. 0.003 0.001 0. 0.001 0.001 0. 0.001
68 0.002 0. 0.002 0.001 0. 0.001 0. 0. 0.
69 0.003 0. 0.003 0.001 0. 0.001 0.001 0. 0.001
70 0.004 0. 0.004 0.003 0. 0.003 0.001 0. 0.001
71 0.003 0. 0.003 0.002 0. 0.002 0.001 0. 0.001
72 0.003 0. 0.003 0.002 0. 0.002 0.001 0. 0.001
73 0.003 0. 0.003 0.002 0. 0.002 0.001 0. 0.001
74 0.003 0. 0.003 0.002 0. 0.002 0.001 0. 0.001
75 0.003 0. 0.003 0.002 0. 0.002 0.001 0. 0.001
76 0.003 0. 0.003 0.002 0. 0.002 0.001 0. 0.001
77 0.003 0. 0.003 0.002 0. 0.002 0.001 0. 0.001
78 0.003 0. 0.003 0.002 0. 0.002 0.001 0. 0.001
79 0.003 0. 0.003 0.002 0. 0.002 0.001 0. 0.001
80 0.003 0. 0.003 0.002 0. 0.002 0.001 0. 0.001
81 0.003 0. 0.003 0.002 0. 0.002 0.001 0. 0.001
82 0.003 0. 0.003 0.002 0. 0.002 0.001 0. 0.001
83 0.006 0. 0.006 0.002 0. 0.002 0.003 0. 0.003
84 0.004 0. 0.004 0.002 0. 0.002 0.001 0. 0.001
85 0.004 0. 0.004 0.002 0. 0.002 0.001 0. 0.001
86 0.004 0. 0.004 0.002 0. 0.002 0.001 0. 0.001
87 0.004 0. 0.004 0.002 0. 0.002 0.001 0. 0.001
88 0.004 0. 0.004 0.003 0. 0.003 0.001 0. 0.001
89 0.004 0. 0.004 0.003 0. 0.003 0.001 0. 0.001
90 0.004 0. 0.004 0.003 0. 0.003 0.001 0. 0.001
91 0.004 0. 0.004 0.003 0. 0.003 0.001 0. 0.001
92 0.004 0. 0.004 0.003 0. 0.003 0.001 0. 0.001
93 0.004 0. 0.004 0.003 0. 0.003 0.001 0. 0.001
94 0.005 0. 0.005 0.003 0. 0.003 0.001 0. 0.001
95 0.004 0. 0.004 0.003 0. 0.003 0.001 0. 0.001
96 0.005 0. 0.005 0.003 0. 0.003 0.001 0. 0.001
97 0.005 0. 0.005 0.003 0. 0.003 0.001 0. 0.001
98 0.005 0. 0.005 0.003 0. 0.003 0.001 0. 0.001
99 0.005 0. 0.005 0.003 0. 0.003 0.001 0. 0.001
100 0.005 0. 0.005 0.003 0. 0.003 0.001 0. 0.001
101 0.005 0. 0.005 0.003 0. 0.003 0.001 0. 0.001
102 0.005 0. 0.005 0.004 0. 0.004 0.001 0. 0.001
103 0.006 0. 0.006 0.004 0. 0.004 0.002 0. 0.002
104 0.006 0. 0.006 0.004 0. 0.004 0.001 0. 0.001
105 0.005 0. 0.005 0.004 0. 0.004 0.001 0. 0.001
106 0.005 0. 0.005 0.004 0. 0.004 0.001 0. 0.001
107 0.006 0. 0.006 0.004 0. 0.004 0.001 0. 0.001
108 0.006 0. 0.006 0.004 0. 0.004 0.001 0. 0.001
109 0.006 0. 0.006 0.004 0. 0.004 0.001 0. 0.001
110 0.006 0. 0.006 0.004 0. 0.004 0.001 0. 0.001
111 0.007 0. 0.007 0.005 0. 0.005 0.001 0. 0.001
112 0.006 0. 0.006 0.004 0. 0.004 0.001 0. 0.001
113 0.006 0. 0.006 0.004 0. 0.004 0.001 0. 0.001
114 0.006 0. 0.006 0.004 0. 0.004 0.001 0. 0.001
115 0.006 0. 0.006 0.005 0. 0.005 0.001 0. 0.001
116 0.006 0. 0.006 0.005 0. 0.005 0.001 0. 0.001
117 0.007 0. 0.007 0.005 0. 0.005 0.001 0. 0.001
118 0.007 0. 0.007 0.005 0. 0.005 0.001 0. 0.001
119 0.008 0. 0.008 0.005 0. 0.005 0.003 0. 0.003
120 0.007 0. 0.007 0.005 0. 0.005 0.001 0. 0.001
121 0.007 0. 0.007 0.005 0. 0.005 0.001 0. 0.001
122 0.007 0.003 0.003 0.005 0.001 0.003 0.001 0.001 0.
123 0.007 0. 0.007 0.005 0. 0.005 0.001 0. 0.001
124 0.007 0. 0.007 0.005 0. 0.005 0.001 0. 0.001
125 0.011 0. 0.011 0.009 0. 0.009 0.001 0. 0.001
126 0.007 0. 0.007 0.005 0. 0.005 0.001 0. 0.001
127 0.008 0. 0.008 0.006 0. 0.006 0.001 0. 0.001
128 0.008 0. 0.008 0.006 0. 0.006 0.001 0. 0.001
129 0.008 0. 0.008 0.006 0. 0.006 0.001 0. 0.001
130 0.008 0. 0.008 0.006 0. 0.006 0.001 0. 0.001
131 0.008 0. 0.008 0.006 0. 0.006 0.002 0. 0.002
132 0.014 0. 0.014 0.006 0. 0.006 0.007 0. 0.007
133 0.008 0. 0.008 0.006 0. 0.006 0.001 0. 0.001
134 0.009 0. 0.009 0.006 0. 0.006 0.002 0. 0.002
135 0.008 0. 0.008 0.006 0. 0.006 0.002 0. 0.002
136 0.008 0. 0.008 0.006 0. 0.006 0.002 0. 0.002
137 0.009 0. 0.009 0.007 0. 0.007 0.002 0. 0.002
138 0.009 0. 0.009 0.007 0. 0.007 0.002 0. 0.002
139 0.009 0. 0.009 0.007 0. 0.007 0.002 0. 0.002
140 0.009 0. 0.009 0.007 0. 0.007 0.002 0. 0.002
141 0.009 0. 0.009 0.007 0. 0.007 0.002 0. 0.002
142 0.009 0. 0.009 0.007 0. 0.007 0.002 0. 0.002
143 0.01 0. 0.01 0.008 0. 0.008 0.002 0. 0.002
144 0.009 0. 0.009 0.007 0. 0.007 0.002 0. 0.002
145 0.01 0. 0.01 0.007 0. 0.007 0.002 0. 0.002
146 0.01 0. 0.01 0.007 0. 0.007 0.002 0. 0.002
147 0.01 0. 0.01 0.008 0. 0.008 0.002 0. 0.002
148 0.01 0. 0.01 0.008 0. 0.008 0.002 0. 0.002
149 0.011 0. 0.011 0.008 0. 0.008 0.002 0. 0.002
150 0.01 0. 0.01 0.008 0. 0.008 0.002 0. 0.002
151 0.01 0. 0.01 0.008 0. 0.008 0.002 0. 0.002
152 0.01 0. 0.01 0.008 0. 0.008 0.002 0. 0.002
153 0.011 0. 0.011 0.008 0. 0.008 0.002 0. 0.002
154 0.011 0. 0.011 0.008 0. 0.008 0.002 0. 0.002
155 0.011 0. 0.011 0.008 0. 0.008 0.002 0. 0.002
156 0.011 0. 0.011 0.009 0. 0.009 0.002 0. 0.002
157 0.011 0. 0.011 0.009 0. 0.009 0.002 0. 0.002
158 0.011 0. 0.011 0.009 0. 0.009 0.002 0. 0.002
159 0.012 0. 0.012 0.009 0. 0.009 0.002 0. 0.002
160 0.011 0. 0.011 0.009 0. 0.009 0.002 0. 0.002
161 0.012 0. 0.012 0.009 0. 0.009 0.002 0. 0.002
162 0.012 0. 0.012 0.009 0. 0.009 0.002 0. 0.002
163 0.012 0. 0.012 0.01 0. 0.01 0.002 0. 0.002
164 0.012 0. 0.012 0.009 0. 0.009 0.002 0. 0.002
165 0.012 0. 0.012 0.01 0. 0.01 0.002 0. 0.002
166 0.012 0. 0.012 0.01 0. 0.01 0.002 0. 0.002
167 0.012 0. 0.012 0.01 0. 0.01 0.002 0. 0.002
168 0.013 0.003 0.009 0.01 0. 0.009 0.002 0.002 0.
169 0.013 0. 0.013 0.01 0. 0.01 0.002 0. 0.002
170 0.013 0. 0.013 0.01 0. 0.01 0.002 0. 0.002
171 0.013 0. 0.013 0.01 0. 0.01 0.002 0. 0.002
172 0.014 0. 0.014 0.011 0. 0.011 0.002 0. 0.002
173 0.014 0. 0.014 0.011 0. 0.011 0.002 0. 0.002
174 0.014 0. 0.014 0.011 0. 0.011 0.002 0. 0.002
175 0.014 0. 0.014 0.011 0. 0.011 0.002 0. 0.002
176 0.015 0. 0.015 0.012 0. 0.012 0.002 0. 0.002
177 0.014 0. 0.014 0.011 0. 0.011 0.002 0. 0.002
178 0.014 0. 0.014 0.011 0. 0.011 0.002 0. 0.002
179 0.014 0. 0.014 0.011 0. 0.011 0.002 0. 0.002
180 0.017 0. 0.017 0.015 0. 0.015 0.002 0. 0.002
181 0.014 0. 0.014 0.012 0. 0.012 0.002 0. 0.002
182 0.015 0. 0.015 0.012 0. 0.012 0.002 0. 0.002
183 0.015 0. 0.015 0.012 0. 0.012 0.002 0. 0.002
184 0.015 0. 0.015 0.012 0. 0.012 0.003 0. 0.003
185 0.015 0. 0.015 0.012 0. 0.012 0.002 0. 0.002
186 0.015 0. 0.015 0.012 0. 0.012 0.002 0. 0.002
187 0.016 0. 0.016 0.013 0. 0.013 0.002 0. 0.002
188 0.016 0. 0.016 0.013 0. 0.013 0.003 0. 0.003
189 0.016 0. 0.016 0.013 0. 0.013 0.002 0. 0.002
190 0.016 0. 0.016 0.013 0. 0.013 0.002 0. 0.002
191 0.02 0. 0.02 0.017 0. 0.017 0.002 0. 0.002
192 0.016 0. 0.016 0.013 0. 0.013 0.002 0. 0.002
193 0.016 0. 0.016 0.013 0. 0.013 0.002 0. 0.002
194 0.016 0. 0.016 0.013 0. 0.013 0.002 0. 0.002
195 0.024 0. 0.024 0.014 0. 0.014 0.009 0. 0.009
196 0.017 0. 0.017 0.014 0. 0.014 0.003 0. 0.003
197 0.017 0. 0.017 0.014 0. 0.014 0.003 0. 0.003
198 0.021 0. 0.021 0.018 0. 0.018 0.003 0. 0.003
199 0.017 0. 0.017 0.014 0. 0.014 0.002 0. 0.002
200 0.018 0. 0.018 0.015 0. 0.015 0.003 0. 0.003
201 0.024 0. 0.024 0.021 0. 0.021 0.002 0. 0.002
202 0.018 0. 0.018 0.015 0. 0.015 0.003 0. 0.003
203 0.018 0. 0.018 0.015 0. 0.015 0.003 0. 0.003
204 0.018 0. 0.018 0.015 0. 0.015 0.003 0. 0.003
205 0.019 0. 0.019 0.015 0. 0.015 0.003 0. 0.003
206 0.018 0. 0.018 0.015 0. 0.015 0.003 0. 0.003
207 0.019 0. 0.019 0.015 0. 0.015 0.003 0. 0.003
208 0.02 0. 0.02 0.016 0. 0.016 0.003 0. 0.003
209 0.019 0. 0.019 0.016 0. 0.016 0.003 0. 0.003
210 0.019 0. 0.019 0.016 0. 0.016 0.003 0. 0.003
211 0.021 0. 0.021 0.018 0. 0.018 0.003 0. 0.003
212 0.019 0. 0.019 0.016 0. 0.016 0.003 0. 0.003
213 0.02 0. 0.02 0.016 0. 0.016 0.003 0. 0.003
214 0.023 0. 0.023 0.02 0. 0.02 0.003 0. 0.003
215 0.02 0. 0.02 0.017 0. 0.017 0.003 0. 0.003
216 0.02 0. 0.02 0.017 0. 0.017 0.003 0. 0.003
217 0.022 0. 0.022 0.018 0. 0.018 0.003 0. 0.003
218 0.021 0. 0.021 0.017 0. 0.017 0.003 0. 0.003
219 0.021 0. 0.021 0.017 0. 0.017 0.003 0. 0.003
220 0.024 0. 0.024 0.018 0. 0.018 0.006 0. 0.006
221 0.021 0. 0.021 0.018 0. 0.018 0.003 0. 0.003
222 0.021 0. 0.021 0.018 0. 0.018 0.003 0. 0.003
223 0.022 0. 0.022 0.018 0. 0.018 0.004 0. 0.004
224 0.022 0. 0.022 0.018 0. 0.018 0.003 0. 0.003
225 0.023 0. 0.023 0.019 0. 0.019 0.003 0. 0.003
226 0.022 0. 0.022 0.019 0. 0.019 0.003 0. 0.003
227 0.022 0. 0.022 0.019 0. 0.019 0.003 0. 0.003
228 0.028 0. 0.028 0.025 0. 0.025 0.003 0. 0.003
229 0.023 0. 0.023 0.019 0. 0.019 0.003 0. 0.003
230 0.023 0. 0.023 0.02 0. 0.02 0.003 0. 0.003
231 0.033 0. 0.033 0.029 0. 0.029 0.003 0. 0.003
232 0.023 0. 0.023 0.02 0. 0.02 0.003 0. 0.003
233 0.034 0. 0.034 0.03 0. 0.03 0.003 0. 0.003
234 0.024 0. 0.024 0.02 0. 0.02 0.003 0. 0.003
235 0.024 0. 0.024 0.02 0. 0.02 0.003 0. 0.003
236 0.039 0. 0.039 0.035 0. 0.035 0.003 0. 0.003
237 0.024 0. 0.024 0.021 0. 0.021 0.003 0. 0.003
238 0.025 0. 0.025 0.021 0. 0.021 0.003 0. 0.003
239 0.026 0. 0.026 0.021 0. 0.021 0.004 0. 0.004
240 0.025 0. 0.025 0.021 0. 0.021 0.003 0. 0.003
241 0.026 0. 0.026 0.022 0. 0.022 0.003 0. 0.003
242 0.025 0. 0.025 0.022 0. 0.022 0.003 0. 0.003
243 0.026 0. 0.026 0.022 0. 0.022 0.003 0. 0.003
244 0.026 0. 0.026 0.022 0. 0.022 0.003 0. 0.003
245 0.026 0. 0.026 0.022 0. 0.022 0.003 0. 0.003
246 0.026 0. 0.026 0.023 0. 0.023 0.003 0. 0.003
247 0.027 0. 0.027 0.023 0. 0.023 0.003 0. 0.003
248 0.036 0. 0.036 0.032 0. 0.032 0.003 0. 0.003
249 0.027 0. 0.027 0.023 0. 0.023 0.003 0. 0.003
250 0.027 0. 0.027 0.023 0. 0.023 0.003 0. 0.003
251 0.039 0. 0.039 0.023 0. 0.023 0.015 0. 0.015
252 0.027 0. 0.027 0.024 0. 0.024 0.003 0. 0.003
253 0.031 0. 0.031 0.027 0. 0.027 0.003 0. 0.003
254 0.028 0. 0.028 0.024 0. 0.024 0.003 0. 0.003
255 0.029 0. 0.029 0.025 0. 0.025 0.003 0. 0.003
256 0.028 0. 0.028 0.024 0. 0.024 0.003 0. 0.003
257 0.042 0.003 0.038 0.038 0.003 0.034 0.003 0. 0.003
258 0.046 0. 0.046 0.043 0. 0.043 0.003 0. 0.003
259 0.048 0. 0.048 0.044 0. 0.044 0.004 0. 0.004
260 0.049 0.004 0.045 0.045 0.004 0.041 0.004 0. 0.004
261 0.049 0. 0.049 0.045 0. 0.045 0.003 0. 0.003
262 0.05 0.003 0.046 0.046 0.003 0.042 0.003 0. 0.003
263 0.046 0.004 0.042 0.042 0.004 0.038 0.003 0. 0.003
264 0.071 0. 0.071 0.067 0. 0.067 0.003 0. 0.003
265 0.068 0. 0.068 0.064 0. 0.064 0.003 0. 0.003
266 0.068 0. 0.068 0.064 0. 0.064 0.003 0. 0.003
267 0.065 0.007 0.057 0.061 0.007 0.053 0.003 0. 0.003
268 0.06 0. 0.06 0.056 0. 0.056 0.004 0. 0.004
269 0.052 0. 0.052 0.048 0. 0.048 0.004 0. 0.004
270 0.048 0. 0.048 0.044 0. 0.044 0.004 0. 0.004
271 0.052 0.003 0.048 0.048 0.003 0.044 0.004 0. 0.004
272 0.053 0.004 0.049 0.049 0.004 0.045 0.004 0. 0.004
273 0.051 0. 0.051 0.047 0. 0.047 0.004 0. 0.004
274 0.051 0. 0.051 0.047 0. 0.047 0.004 0. 0.004
275 0.052 0. 0.052 0.047 0. 0.047 0.004 0. 0.004
276 0.053 0. 0.053 0.048 0. 0.048 0.004 0. 0.004
277 0.051 0. 0.051 0.046 0. 0.046 0.004 0. 0.004
278 0.075 0. 0.075 0.07 0. 0.07 0.004 0. 0.004
279 0.071 0. 0.071 0.067 0. 0.067 0.004 0. 0.004
280 0.069 0. 0.069 0.065 0. 0.065 0.004 0. 0.004
281 0.065 0. 0.065 0.06 0. 0.06 0.004 0. 0.004
282 0.064 0. 0.064 0.059 0. 0.059 0.004 0. 0.004
283 0.051 0. 0.051 0.047 0. 0.047 0.004 0. 0.004
284 0.057 0. 0.057 0.053 0. 0.053 0.004 0. 0.004
285 0.058 0.003 0.054 0.053 0.003 0.049 0.004 0. 0.004
286 0.058 0.007 0.05 0.054 0.007 0.046 0.004 0. 0.004
287 0.056 0. 0.056 0.051 0. 0.051 0.004 0. 0.004
288 0.056 0. 0.056 0.052 0. 0.052 0.004 0. 0.004
289 0.057 0. 0.057 0.053 0. 0.053 0.004 0. 0.004
290 0.061 0. 0.061 0.057 0. 0.057 0.004 0. 0.004
291 0.081 0. 0.081 0.077 0. 0.077 0.004 0. 0.004
292 0.076 0. 0.076 0.072 0. 0.072 0.004 0. 0.004
293 0.074 0. 0.074 0.07 0. 0.07 0.004 0. 0.004
294 0.067 0. 0.067 0.063 0. 0.063 0.004 0. 0.004
295 0.06 0.003 0.057 0.056 0. 0.056 0.004 0.003 0.001
296 0.059 0. 0.059 0.054 0. 0.054 0.004 0. 0.004
297 0.059 0. 0.059 0.054 0. 0.054 0.004 0. 0.004
298 0.061 0. 0.061 0.056 0. 0.056 0.004 0. 0.004
299 0.061 0. 0.061 0.056 0. 0.056 0.004 0. 0.004
300 0.062 0. 0.062 0.057 0. 0.057 0.004 0. 0.004
301 0.061 0. 0.061 0.057 0. 0.057 0.004 0. 0.004
302 0.063 0. 0.063 0.058 0. 0.058 0.004 0. 0.004
303 0.088 0. 0.088 0.083 0. 0.083 0.004 0. 0.004
304 0.082 0. 0.082 0.077 0. 0.077 0.004 0. 0.004
305 0.081 0. 0.081 0.076 0. 0.076 0.004 0. 0.004
306 0.074 0. 0.074 0.069 0. 0.069 0.004 0. 0.004
307 0.062 0. 0.062 0.057 0. 0.057 0.004 0. 0.004
308 0.064 0. 0.064 0.059 0. 0.059 0.004 0. 0.004
309 0.064 0. 0.064 0.06 0. 0.06 0.004 0. 0.004
310 0.065 0. 0.065 0.06 0. 0.06 0.004 0. 0.004
311 0.065 0. 0.065 0.06 0. 0.06 0.004 0. 0.004
312 0.066 0. 0.066 0.061 0. 0.061 0.004 0. 0.004
313 0.067 0. 0.067 0.063 0. 0.063 0.004 0. 0.004
314 0.074 0. 0.074 0.069 0. 0.069 0.004 0. 0.004
315 0.092 0. 0.092 0.088 0. 0.088 0.004 0. 0.004
316 0.087 0. 0.087 0.082 0. 0.082 0.004 0. 0.004
317 0.081 0. 0.081 0.076 0. 0.076 0.004 0. 0.004
318 0.074 0. 0.074 0.069 0. 0.069 0.004 0. 0.004
319 0.068 0. 0.068 0.063 0. 0.063 0.004 0. 0.004
320 0.071 0. 0.071 0.066 0. 0.066 0.004 0. 0.004
321 0.069 0. 0.069 0.064 0. 0.064 0.005 0. 0.005
322 0.07 0. 0.07 0.065 0. 0.065 0.004 0. 0.004
323 0.07 0. 0.07 0.065 0. 0.065 0.004 0. 0.004
324 0.073 0. 0.073 0.068 0. 0.068 0.004 0. 0.004
325 0.1 0. 0.1 0.095 0. 0.095 0.004 0. 0.004
326 0.092 0. 0.092 0.087 0. 0.087 0.004 0. 0.004
327 0.088 0. 0.088 0.083 0. 0.083 0.004 0. 0.004
328 0.081 0. 0.081 0.075 0. 0.075 0.005 0. 0.005
329 0.072 0. 0.072 0.067 0. 0.067 0.005 0. 0.005
330 0.072 0. 0.072 0.067 0. 0.067 0.004 0. 0.004
331 0.073 0. 0.073 0.068 0. 0.068 0.005 0. 0.004
332 0.074 0. 0.074 0.069 0. 0.069 0.005 0. 0.005
333 0.075 0. 0.075 0.07 0. 0.07 0.005 0. 0.005
334 0.089 0. 0.089 0.084 0. 0.084 0.005 0. 0.005
335 0.103 0. 0.103 0.098 0. 0.098 0.005 0. 0.005
336 0.097 0. 0.097 0.092 0. 0.092 0.005 0. 0.005
337 0.089 0. 0.089 0.084 0. 0.084 0.005 0. 0.005
338 0.071 0. 0.071 0.065 0. 0.065 0.005 0. 0.005
339 0.077 0. 0.077 0.071 0. 0.071 0.005 0. 0.005
340 0.077 0. 0.077 0.072 0. 0.072 0.005 0. 0.005
341 0.077 0. 0.077 0.072 0. 0.072 0.005 0. 0.005
342 0.079 0. 0.079 0.073 0. 0.073 0.005 0. 0.005
343 0.08 0. 0.08 0.075 0. 0.075 0.005 0. 0.005
344 0.089 0. 0.089 0.084 0. 0.084 0.005 0. 0.005
345 0.108 0. 0.108 0.102 0. 0.102 0.005 0. 0.005
346 0.103 0. 0.103 0.097 0. 0.097 0.005 0. 0.005
347 0.09 0. 0.09 0.085 0. 0.085 0.005 0. 0.005
348 0.08 0. 0.08 0.075 0. 0.075 0.005 0. 0.005
349 0.081 0. 0.081 0.076 0. 0.076 0.005 0. 0.005
350 0.082 0. 0.082 0.077 0. 0.077 0.005 0. 0.005
351 0.082 0.003 0.078 0.076 0. 0.076 0.005 0.003 0.002
352 0.083 0. 0.083 0.078 0. 0.078 0.005 0. 0.005
353 0.095 0. 0.095 0.089 0. 0.089 0.005 0. 0.005
354 0.112 0. 0.112 0.106 0. 0.106 0.005 0. 0.005
355 0.106 0. 0.106 0.1 0. 0.1 0.005 0. 0.005
356 0.093 0. 0.093 0.088 0. 0.088 0.005 0. 0.005
357 0.085 0. 0.085 0.08 0. 0.08 0.005 0. 0.005
358 0.085 0. 0.085 0.079 0. 0.079 0.005 0. 0.005
359 0.086 0. 0.086 0.08 0. 0.08 0.005 0. 0.005
360 0.086 0. 0.086 0.08 0. 0.08 0.005 0. 0.005
361 0.098 0. 0.098 0.092 0. 0.092 0.005 0. 0.005
362 0.119 0. 0.119 0.113 0. 0.113 0.005 0. 0.005
363 0.111 0. 0.111 0.106 0. 0.106 0.005 0. 0.005
364 0.099 0. 0.099 0.094 0. 0.094 0.005 0. 0.005
365 0.088 0. 0.088 0.083 0. 0.083 0.005 0. 0.005
366 0.089 0. 0.089 0.083 0. 0.083 0.005 0. 0.005
367 0.089 0. 0.089 0.083 0. 0.083 0.005 0. 0.005
368 0.09 0. 0.09 0.084 0. 0.084 0.005 0. 0.005
369 0.108 0. 0.108 0.102 0. 0.102 0.005 0. 0.005
370 0.122 0. 0.122 0.116 0. 0.116 0.005 0. 0.005
371 0.113 0. 0.113 0.108 0. 0.108 0.005 0. 0.005
372 0.101 0. 0.101 0.095 0. 0.095 0.005 0. 0.005
373 0.092 0. 0.092 0.086 0. 0.086 0.005 0. 0.005
374 0.093 0. 0.093 0.087 0. 0.087 0.005 0. 0.005
375 0.093 0. 0.093 0.087 0. 0.087 0.005 0. 0.005
376 0.094 0. 0.094 0.089 0. 0.089 0.005 0. 0.005
377 0.112 0. 0.112 0.106 0. 0.106 0.005 0. 0.005
378 0.125 0. 0.125 0.119 0. 0.119 0.005 0. 0.005
379 0.113 0. 0.113 0.107 0. 0.107 0.005 0. 0.005
380 0.099 0. 0.099 0.093 0. 0.093 0.005 0. 0.005
381 0.095 0. 0.095 0.089 0. 0.089 0.005 0. 0.005
382 0.096 0. 0.096 0.09 0. 0.09 0.005 0. 0.005
383 0.096 0. 0.096 0.09 0. 0.09 0.005 0. 0.005
384 0.099 0. 0.099 0.093 0. 0.093 0.005 0. 0.005
385 0.135 0. 0.135 0.129 0. 0.129 0.005 0. 0.005
386 0.124 0. 0.124 0.119 0. 0.119 0.005 0. 0.005
387 0.113 0. 0.113 0.108 0. 0.108 0.005 0. 0.005
388 0.099 0. 0.099 0.093 0. 0.093 0.005 0. 0.005
389 0.1 0. 0.1 0.094 0. 0.094 0.005 0. 0.005
390 0.1 0. 0.1 0.094 0. 0.094 0.006 0. 0.006
391 0.101 0. 0.101 0.095 0. 0.095 0.005 0. 0.005
392 0.118 0. 0.118 0.112 0. 0.112 0.006 0. 0.006
393 0.134 0. 0.134 0.128 0. 0.128 0.005 0. 0.005
394 0.123 0. 0.123 0.117 0. 0.117 0.006 0. 0.006
395 0.097 0. 0.097 0.091 0. 0.091 0.005 0. 0.005
396 0.104 0. 0.104 0.098 0. 0.098 0.006 0. 0.006
397 0.103 0. 0.103 0.097 0. 0.097 0.006 0. 0.006
398 0.106 0. 0.106 0.1 0. 0.1 0.006 0. 0.006
399 0.123 0. 0.123 0.117 0. 0.117 0.005 0. 0.005
400 0.139 0. 0.139 0.133 0. 0.133 0.005 0. 0.005
401 0.127 0. 0.127 0.121 0. 0.121 0.006 0. 0.006
402 0.104 0. 0.104 0.098 0. 0.098 0.006 0. 0.006
