param-n build-and-open-real build-and-open-sys build-and-open-user open-constr-real open-constr-sys open-constr-user uconstr-real uconstr-sys uconstr-user
48 0.001 0. 0.001 0. 0. 0. 0. 0. 0.
49 0.001 0. 0.001 0.001 0. 0.001 0. 0. 0.
50 0.001 0. 0.001 0.001 0. 0.001 0. 0. 0.
51 0.001 0. 0.001 0.001 0. 0.001 0. 0. 0.
52 0.001 0. 0.001 0.001 0. 0.001 0. 0. 0.
53 0.002 0. 0.002 0.001 0. 0.001 0. 0. 0.
54 0.038 0. 0.038 0.001 0. 0.001 0.037 0. 0.037
55 0.002 0. 0.002 0.001 0. 0.001 0. 0. 0.
56 0.002 0. 0.002 0.001 0. 0.001 0. 0. 0.
57 0.002 0. 0.002 0.001 0. 0.001 0. 0. 0.
58 0.002 0. 0.002 0.001 0. 0.001 0. 0. 0.
59 0.002 0. 0.002 0.001 0. 0.001 0. 0. 0.
60 0.002 0. 0.002 0.001 0. 0.001 0. 0. 0.
61 0.002 0. 0.002 0.001 0. 0.001 0. 0. 0.
62 0.002 0. 0.002 0.001 0. 0.001 0. 0. 0.
63 0.002 0. 0.002 0.001 0. 0.001 0. 0. 0.
64 0.002 0. 0.002 0.001 0. 0.001 0. 0. 0.
65 0.002 0. 0.002 0.001 0. 0.001 0. 0. 0.
66 0.002 0. 0.002 0.001 0. 0.001 0. 0. 0.
67 0.002 0. 0.002 0.001 0. 0.001 0. 0. 0.
68 0.002 0. 0.002 0.001 0. 0.001 0. 0. 0.
69 0.002 0. 0.002 0.001 0. 0.001 0. 0. 0.
70 0.003 0. 0.003 0.002 0. 0.002 0.001 0. 0.001
71 0.003 0. 0.003 0.002 0. 0.002 0.001 0. 0.001
72 0.003 0. 0.003 0.002 0. 0.002 0.001 0. 0.001
73 0.003 0. 0.003 0.002 0. 0.002 0.001 0. 0.001
74 0.003 0. 0.003 0.002 0. 0.002 0.001 0. 0.001
75 0.003 0.003 0. 0.002 0.002 0. 0.001 0.001 0.
76 0.003 0. 0.003 0.002 0. 0.002 0.001 0. 0.001
77 0.003 0. 0.003 0.002 0. 0.002 0.001 0. 0.001
78 0.003 0. 0.003 0.002 0. 0.002 0.001 0. 0.001
79 0.003 0. 0.003 0.002 0. 0.002 0.001 0. 0.001
80 0.003 0. 0.003 0.002 0. 0.002 0.001 0. 0.001
81 0.003 0. 0.003 0.002 0. 0.002 0.001 0. 0.001
82 0.003 0. 0.003 0.002 0. 0.002 0.001 0. 0.001
83 0.005 0. 0.005 0.002 0. 0.002 0.002 0. 0.002
84 0.004 0. 0.004 0.002 0. 0.002 0.001 0. 0.001
85 0.004 0. 0.004 0.002 0. 0.002 0.001 0. 0.001
86 0.004 0. 0.004 0.002 0. 0.002 0.001 0. 0.001
87 0.004 0. 0.004 0.002 0. 0.002 0.001 0. 0.001
88 0.004 0. 0.004 0.002 0. 0.002 0.001 0. 0.001
89 0.004 0. 0.004 0.003 0. 0.003 0.001 0. 0.001
90 0.004 0. 0.004 0.003 0. 0.003 0.001 0. 0.001
91 0.004 0. 0.004 0.003 0. 0.003 0.001 0. 0.001
92 0.004 0. 0.004 0.003 0. 0.003 0.001 0. 0.001
93 0.004 0. 0.004 0.003 0. 0.003 0.001 0. 0.001
94 0.004 0. 0.004 0.003 0. 0.003 0.001 0. 0.001
95 0.004 0. 0.004 0.003 0. 0.003 0.001 0. 0.001
96 0.004 0. 0.004 0.003 0. 0.003 0.001 0. 0.001
97 0.005 0. 0.005 0.003 0. 0.003 0.001 0. 0.001
98 0.005 0. 0.005 0.003 0. 0.003 0.001 0. 0.001
99 0.005 0. 0.005 0.003 0. 0.003 0.001 0. 0.001
100 0.005 0. 0.005 0.003 0. 0.003 0.001 0. 0.001
101 0.005 0. 0.005 0.003 0. 0.003 0.001 0. 0.001
102 0.005 0. 0.005 0.003 0. 0.003 0.001 0. 0.001
103 0.005 0. 0.005 0.003 0. 0.003 0.001 0. 0.001
104 0.005 0. 0.005 0.004 0. 0.004 0.001 0. 0.001
105 0.005 0. 0.005 0.004 0. 0.004 0.001 0. 0.001
106 0.005 0. 0.005 0.004 0. 0.004 0.001 0. 0.001
107 0.005 0. 0.005 0.004 0. 0.004 0.001 0. 0.001
108 0.006 0. 0.006 0.004 0. 0.004 0.001 0. 0.001
109 0.006 0. 0.006 0.004 0. 0.004 0.001 0. 0.001
110 0.006 0. 0.006 0.004 0. 0.004 0.001 0. 0.001
111 0.006 0. 0.006 0.004 0. 0.004 0.001 0. 0.001
112 0.006 0. 0.006 0.004 0. 0.004 0.001 0. 0.001
113 0.006 0. 0.006 0.004 0. 0.004 0.001 0. 0.001
114 0.006 0. 0.006 0.004 0. 0.004 0.001 0. 0.001
115 0.006 0. 0.006 0.004 0. 0.004 0.001 0. 0.001
116 0.006 0. 0.006 0.005 0. 0.005 0.001 0. 0.001
117 0.006 0. 0.006 0.005 0. 0.005 0.001 0. 0.001
118 0.007 0. 0.007 0.005 0. 0.005 0.001 0. 0.001
119 0.007 0. 0.007 0.005 0. 0.005 0.001 0. 0.001
120 0.007 0. 0.007 0.005 0. 0.005 0.001 0. 0.001
121 0.007 0. 0.007 0.005 0. 0.005 0.001 0. 0.001
122 0.007 0. 0.007 0.005 0. 0.005 0.001 0. 0.001
123 0.007 0. 0.007 0.005 0. 0.005 0.001 0. 0.001
124 0.007 0. 0.007 0.005 0. 0.005 0.001 0. 0.001
125 0.01 0.003 0.006 0.008 0.003 0.004 0.001 0. 0.001
126 0.007 0. 0.007 0.005 0. 0.005 0.001 0. 0.001
127 0.008 0. 0.008 0.006 0. 0.006 0.001 0. 0.001
128 0.008 0. 0.008 0.006 0. 0.006 0.001 0. 0.001
129 0.008 0. 0.008 0.006 0. 0.006 0.001 0. 0.001
130 0.008 0. 0.008 0.006 0. 0.006 0.001 0. 0.001
131 0.008 0. 0.008 0.006 0. 0.006 0.001 0. 0.001
132 0.013 0. 0.013 0.006 0. 0.006 0.006 0. 0.006
133 0.008 0. 0.008 0.006 0. 0.006 0.002 0. 0.002
134 0.008 0. 0.008 0.006 0. 0.006 0.001 0. 0.001
135 0.008 0. 0.008 0.006 0. 0.006 0.001 0. 0.001
136 0.008 0. 0.008 0.006 0. 0.006 0.002 0. 0.002
137 0.009 0. 0.009 0.006 0. 0.006 0.002 0. 0.002
138 0.009 0. 0.009 0.007 0. 0.007 0.002 0. 0.002
139 0.009 0. 0.009 0.007 0. 0.007 0.002 0. 0.002
140 0.009 0. 0.009 0.007 0. 0.007 0.002 0. 0.002
141 0.009 0. 0.009 0.007 0. 0.007 0.002 0. 0.002
142 0.009 0. 0.009 0.007 0. 0.007 0.002 0. 0.002
143 0.01 0. 0.01 0.008 0. 0.008 0.002 0. 0.002
144 0.009 0. 0.009 0.007 0. 0.007 0.002 0. 0.002
145 0.009 0. 0.009 0.007 0. 0.007 0.002 0. 0.002
146 0.009 0. 0.009 0.007 0. 0.007 0.002 0. 0.002
147 0.01 0. 0.01 0.008 0. 0.008 0.002 0. 0.002
148 0.01 0. 0.01 0.008 0. 0.008 0.002 0. 0.002
149 0.01 0. 0.01 0.008 0. 0.008 0.002 0. 0.002
150 0.01 0. 0.01 0.008 0. 0.008 0.002 0. 0.002
151 0.01 0. 0.01 0.008 0. 0.008 0.002 0. 0.002
152 0.01 0. 0.01 0.008 0. 0.008 0.002 0. 0.002
153 0.011 0. 0.011 0.008 0. 0.008 0.002 0. 0.002
154 0.011 0. 0.011 0.008 0. 0.008 0.003 0. 0.003
155 0.011 0. 0.011 0.008 0. 0.008 0.002 0. 0.002
156 0.011 0. 0.011 0.008 0. 0.008 0.002 0. 0.002
157 0.011 0. 0.011 0.009 0. 0.009 0.002 0. 0.002
158 0.011 0. 0.011 0.009 0. 0.009 0.002 0. 0.002
159 0.011 0. 0.011 0.009 0. 0.009 0.002 0. 0.002
160 0.012 0. 0.012 0.009 0. 0.009 0.002 0. 0.002
161 0.012 0. 0.012 0.009 0. 0.009 0.002 0. 0.002
162 0.012 0. 0.012 0.009 0. 0.009 0.002 0. 0.002
163 0.012 0. 0.012 0.009 0. 0.009 0.002 0. 0.002
164 0.012 0. 0.012 0.009 0. 0.009 0.002 0. 0.002
165 0.012 0. 0.012 0.01 0. 0.01 0.002 0. 0.002
166 0.012 0. 0.012 0.01 0. 0.01 0.002 0. 0.002
167 0.012 0. 0.012 0.01 0. 0.01 0.002 0. 0.002
168 0.013 0. 0.013 0.01 0. 0.01 0.002 0. 0.002
169 0.013 0. 0.013 0.01 0. 0.01 0.002 0. 0.002
170 0.013 0. 0.013 0.01 0. 0.01 0.002 0. 0.002
171 0.013 0. 0.013 0.01 0. 0.01 0.002 0. 0.002
172 0.013 0. 0.013 0.01 0. 0.01 0.002 0. 0.002
173 0.013 0. 0.013 0.011 0. 0.011 0.002 0. 0.002
174 0.013 0. 0.013 0.011 0. 0.011 0.002 0. 0.002
175 0.013 0. 0.013 0.011 0. 0.011 0.002 0. 0.002
176 0.014 0. 0.014 0.012 0. 0.012 0.002 0. 0.002
177 0.014 0. 0.014 0.011 0. 0.011 0.002 0. 0.002
178 0.014 0. 0.014 0.011 0. 0.011 0.002 0. 0.002
179 0.014 0. 0.014 0.011 0. 0.011 0.002 0. 0.002
180 0.016 0. 0.016 0.013 0. 0.013 0.002 0. 0.002
181 0.014 0. 0.014 0.011 0. 0.011 0.002 0. 0.002
182 0.014 0. 0.014 0.012 0. 0.012 0.002 0. 0.002
183 0.015 0. 0.015 0.012 0. 0.012 0.002 0. 0.002
184 0.015 0. 0.015 0.012 0. 0.012 0.003 0. 0.003
185 0.015 0. 0.015 0.012 0. 0.012 0.002 0. 0.002
186 0.015 0. 0.015 0.012 0. 0.012 0.002 0. 0.002
187 0.015 0. 0.015 0.012 0. 0.012 0.002 0. 0.002
188 0.015 0. 0.015 0.012 0. 0.012 0.002 0. 0.002
189 0.015 0. 0.015 0.012 0. 0.012 0.002 0. 0.002
190 0.016 0. 0.016 0.013 0. 0.013 0.002 0. 0.002
191 0.018 0. 0.018 0.016 0. 0.016 0.002 0. 0.002
192 0.016 0.003 0.012 0.013 0. 0.012 0.002 0.002 0.
193 0.016 0. 0.016 0.013 0. 0.013 0.002 0. 0.002
194 0.016 0. 0.016 0.013 0. 0.013 0.002 0. 0.002
195 0.022 0. 0.022 0.014 0. 0.014 0.008 0. 0.008
196 0.017 0. 0.017 0.014 0. 0.014 0.003 0. 0.003
197 0.017 0. 0.017 0.014 0. 0.014 0.002 0. 0.002
198 0.02 0. 0.02 0.017 0. 0.017 0.003 0. 0.003
199 0.017 0. 0.017 0.014 0. 0.014 0.002 0. 0.002
200 0.018 0. 0.018 0.015 0. 0.015 0.002 0. 0.002
201 0.022 0. 0.022 0.019 0. 0.019 0.002 0. 0.002
202 0.017 0. 0.017 0.014 0. 0.014 0.002 0. 0.002
203 0.018 0. 0.018 0.015 0. 0.015 0.002 0. 0.002
204 0.018 0. 0.018 0.015 0. 0.015 0.003 0. 0.003
205 0.018 0. 0.018 0.015 0. 0.015 0.003 0. 0.003
206 0.018 0.003 0.015 0.015 0. 0.014 0.002 0.002 0.
207 0.018 0. 0.018 0.015 0. 0.015 0.003 0. 0.003
208 0.019 0. 0.019 0.015 0. 0.015 0.003 0. 0.003
209 0.019 0. 0.019 0.016 0. 0.016 0.003 0. 0.003
210 0.019 0. 0.019 0.016 0. 0.016 0.003 0. 0.003
211 0.02 0. 0.02 0.017 0. 0.017 0.003 0. 0.003
212 0.019 0. 0.019 0.016 0. 0.016 0.003 0. 0.003
213 0.019 0. 0.019 0.016 0. 0.016 0.003 0. 0.003
214 0.022 0. 0.022 0.018 0. 0.018 0.003 0. 0.003
215 0.02 0. 0.02 0.017 0. 0.017 0.003 0. 0.003
216 0.02 0. 0.02 0.017 0. 0.017 0.003 0. 0.003
217 0.021 0. 0.021 0.017 0. 0.017 0.003 0. 0.003
218 0.02 0. 0.02 0.017 0. 0.017 0.003 0. 0.003
219 0.021 0. 0.021 0.017 0. 0.017 0.003 0. 0.003
220 0.022 0. 0.022 0.017 0. 0.017 0.004 0. 0.004
221 0.021 0. 0.021 0.017 0. 0.017 0.003 0. 0.003
222 0.021 0. 0.021 0.018 0. 0.018 0.003 0. 0.003
223 0.022 0. 0.022 0.018 0. 0.018 0.003 0. 0.003
224 0.021 0. 0.021 0.018 0. 0.018 0.003 0. 0.003
225 0.023 0. 0.023 0.019 0. 0.019 0.003 0. 0.003
226 0.022 0. 0.022 0.018 0. 0.018 0.003 0. 0.003
227 0.022 0. 0.022 0.018 0. 0.018 0.003 0. 0.003
228 0.027 0. 0.027 0.023 0. 0.023 0.003 0. 0.003
229 0.022 0. 0.022 0.019 0. 0.019 0.003 0. 0.003
230 0.023 0. 0.023 0.019 0. 0.019 0.003 0. 0.003
231 0.03 0. 0.03 0.019 0. 0.019 0.011 0. 0.011
232 0.023 0. 0.023 0.02 0. 0.02 0.003 0. 0.003
233 0.031 0. 0.031 0.028 0. 0.028 0.003 0. 0.003
234 0.024 0. 0.024 0.02 0. 0.02 0.003 0. 0.003
235 0.024 0. 0.024 0.02 0. 0.02 0.003 0. 0.003
236 0.038 0. 0.038 0.035 0. 0.035 0.003 0. 0.003
237 0.024 0. 0.024 0.02 0. 0.02 0.003 0. 0.003
238 0.024 0. 0.024 0.021 0. 0.021 0.003 0. 0.003
239 0.025 0. 0.025 0.021 0. 0.021 0.003 0. 0.003
240 0.024 0. 0.024 0.021 0. 0.021 0.003 0. 0.003
241 0.026 0. 0.026 0.022 0. 0.022 0.003 0. 0.003
242 0.025 0. 0.025 0.021 0. 0.021 0.003 0. 0.003
243 0.025 0. 0.025 0.022 0. 0.022 0.003 0. 0.003
244 0.026 0. 0.026 0.022 0. 0.022 0.003 0. 0.003
245 0.026 0. 0.026 0.022 0. 0.022 0.003 0. 0.003
246 0.026 0. 0.026 0.022 0. 0.022 0.003 0. 0.003
247 0.026 0. 0.026 0.022 0. 0.022 0.003 0. 0.003
248 0.034 0. 0.034 0.03 0. 0.03 0.003 0. 0.003
249 0.027 0. 0.027 0.023 0. 0.023 0.003 0. 0.003
250 0.027 0. 0.027 0.023 0. 0.023 0.003 0. 0.003
251 0.035 0. 0.035 0.023 0. 0.023 0.012 0. 0.012
252 0.027 0. 0.027 0.023 0. 0.023 0.004 0. 0.004
253 0.03 0. 0.03 0.026 0. 0.026 0.003 0. 0.003
254 0.027 0. 0.027 0.024 0. 0.024 0.003 0. 0.003
255 0.032 0. 0.032 0.028 0. 0.028 0.003 0. 0.003
256 0.028 0. 0.028 0.024 0. 0.024 0.003 0. 0.003
257 0.044 0. 0.044 0.04 0. 0.04 0.003 0. 0.003
258 0.039 0.003 0.035 0.035 0.003 0.031 0.003 0. 0.003
259 0.043 0.003 0.039 0.039 0.003 0.035 0.003 0. 0.003
260 0.045 0.003 0.041 0.041 0.003 0.037 0.003 0. 0.003
261 0.046 0. 0.045 0.042 0. 0.042 0.003 0. 0.003
262 0.046 0.003 0.042 0.042 0.003 0.038 0.003 0. 0.003
263 0.046 0. 0.046 0.042 0. 0.042 0.003 0. 0.003
264 0.043 0. 0.043 0.039 0. 0.039 0.003 0. 0.003
265 0.068 0. 0.068 0.064 0. 0.064 0.004 0. 0.004
266 0.063 0.003 0.059 0.059 0.003 0.055 0.003 0. 0.003
267 0.062 0. 0.062 0.058 0. 0.058 0.003 0. 0.003
268 0.061 0. 0.061 0.057 0. 0.057 0.003 0. 0.003
269 0.057 0. 0.057 0.053 0. 0.053 0.003 0. 0.003
270 0.048 0.003 0.044 0.044 0.003 0.04 0.003 0. 0.003
271 0.045 0. 0.045 0.041 0. 0.041 0.003 0. 0.003
272 0.047 0.003 0.043 0.043 0.003 0.039 0.004 0. 0.004
273 0.049 0. 0.049 0.045 0. 0.045 0.004 0. 0.004
274 0.049 0.004 0.045 0.045 0.004 0.041 0.004 0. 0.004
275 0.049 0.003 0.045 0.045 0.003 0.041 0.004 0. 0.004
276 0.049 0. 0.049 0.045 0. 0.045 0.004 0. 0.004
277 0.051 0.004 0.047 0.047 0.004 0.043 0.004 0. 0.004
278 0.049 0. 0.049 0.044 0. 0.044 0.004 0. 0.004
279 0.069 0. 0.069 0.065 0. 0.065 0.004 0. 0.004
280 0.065 0. 0.065 0.06 0. 0.06 0.004 0. 0.004
281 0.064 0. 0.064 0.059 0. 0.059 0.004 0. 0.004
282 0.06 0. 0.06 0.056 0. 0.056 0.004 0. 0.004
283 0.057 0. 0.057 0.053 0. 0.053 0.004 0. 0.004
284 0.05 0. 0.05 0.046 0. 0.046 0.004 0. 0.004
285 0.051 0. 0.051 0.047 0. 0.047 0.004 0. 0.004
286 0.051 0. 0.051 0.046 0. 0.046 0.004 0. 0.004
287 0.052 0. 0.052 0.048 0. 0.048 0.004 0. 0.004
288 0.052 0. 0.052 0.047 0. 0.047 0.004 0. 0.004
289 0.052 0. 0.052 0.047 0. 0.047 0.004 0. 0.004
290 0.052 0. 0.052 0.048 0. 0.048 0.004 0. 0.004
291 0.056 0. 0.056 0.051 0. 0.051 0.004 0. 0.004
292 0.076 0. 0.076 0.071 0. 0.071 0.004 0. 0.004
293 0.069 0. 0.069 0.065 0. 0.065 0.004 0. 0.004
294 0.069 0. 0.069 0.065 0. 0.065 0.004 0. 0.004
295 0.064 0. 0.064 0.06 0. 0.06 0.004 0. 0.004
296 0.055 0. 0.055 0.05 0. 0.05 0.004 0. 0.004
297 0.055 0. 0.055 0.05 0. 0.05 0.004 0. 0.004
298 0.054 0. 0.054 0.05 0. 0.05 0.004 0. 0.004
299 0.056 0. 0.056 0.051 0. 0.051 0.004 0. 0.004
300 0.056 0. 0.056 0.051 0. 0.051 0.004 0. 0.004
301 0.056 0.003 0.053 0.052 0. 0.052 0.004 0.003 0.001
302 0.057 0. 0.057 0.053 0. 0.053 0.004 0. 0.004
303 0.059 0. 0.059 0.054 0. 0.054 0.004 0. 0.004
304 0.083 0. 0.083 0.078 0. 0.078 0.004 0. 0.004
305 0.075 0. 0.075 0.07 0. 0.07 0.004 0. 0.004
306 0.074 0. 0.074 0.07 0. 0.07 0.004 0. 0.004
307 0.07 0. 0.07 0.066 0. 0.066 0.004 0. 0.004
308 0.055 0. 0.055 0.05 0. 0.05 0.004 0. 0.004
309 0.059 0. 0.059 0.055 0. 0.055 0.004 0. 0.004
310 0.06 0. 0.06 0.055 0. 0.055 0.004 0. 0.004
311 0.059 0. 0.059 0.055 0. 0.055 0.004 0. 0.004
312 0.06 0. 0.06 0.055 0. 0.055 0.004 0. 0.004
313 0.061 0. 0.061 0.056 0. 0.056 0.004 0. 0.004
314 0.061 0. 0.061 0.057 0. 0.057 0.004 0. 0.004
315 0.068 0. 0.068 0.063 0. 0.063 0.004 0. 0.004
316 0.085 0. 0.085 0.08 0. 0.08 0.004 0. 0.004
317 0.081 0. 0.081 0.076 0. 0.076 0.004 0. 0.004
318 0.076 0. 0.076 0.071 0. 0.071 0.004 0. 0.004
319 0.069 0. 0.069 0.064 0. 0.064 0.004 0. 0.004
320 0.063 0. 0.063 0.058 0. 0.058 0.004 0. 0.004
321 0.063 0. 0.063 0.058 0. 0.058 0.004 0. 0.004
322 0.063 0. 0.063 0.059 0. 0.059 0.004 0. 0.004
323 0.064 0. 0.064 0.059 0. 0.059 0.004 0. 0.004
324 0.065 0. 0.065 0.06 0. 0.06 0.005 0. 0.005
325 0.069 0. 0.069 0.064 0. 0.064 0.004 0. 0.004
326 0.092 0. 0.092 0.087 0. 0.087 0.004 0. 0.004
327 0.085 0. 0.085 0.08 0. 0.08 0.004 0. 0.004
328 0.082 0. 0.082 0.077 0. 0.077 0.004 0. 0.004
329 0.073 0. 0.073 0.069 0. 0.069 0.004 0. 0.004
330 0.066 0. 0.066 0.061 0. 0.061 0.004 0. 0.004
331 0.067 0. 0.067 0.062 0. 0.062 0.004 0. 0.004
332 0.068 0. 0.068 0.063 0. 0.063 0.004 0. 0.004
333 0.068 0. 0.068 0.063 0. 0.063 0.005 0. 0.005
334 0.069 0. 0.069 0.064 0. 0.064 0.004 0. 0.004
335 0.08 0. 0.08 0.075 0. 0.075 0.005 0. 0.005
336 0.095 0. 0.095 0.09 0. 0.09 0.004 0. 0.004
337 0.092 0. 0.092 0.087 0. 0.087 0.005 0. 0.005
338 0.085 0. 0.085 0.079 0. 0.079 0.004 0. 0.004
339 0.066 0. 0.066 0.061 0. 0.061 0.005 0. 0.005
340 0.07 0. 0.07 0.065 0. 0.065 0.004 0. 0.004
341 0.071 0. 0.071 0.066 0. 0.066 0.004 0. 0.004
342 0.072 0. 0.072 0.067 0. 0.067 0.005 0. 0.005
343 0.072 0. 0.072 0.067 0. 0.067 0.005 0. 0.005
344 0.073 0. 0.073 0.067 0. 0.067 0.005 0. 0.005
345 0.082 0. 0.082 0.077 0. 0.077 0.005 0. 0.005
346 0.099 0. 0.099 0.094 0. 0.094 0.005 0. 0.005
347 0.096 0. 0.096 0.091 0. 0.091 0.005 0. 0.005
348 0.086 0. 0.086 0.081 0. 0.081 0.005 0. 0.005
349 0.074 0. 0.074 0.069 0. 0.069 0.005 0. 0.005
350 0.074 0. 0.074 0.069 0. 0.069 0.005 0. 0.005
351 0.074 0. 0.074 0.069 0. 0.069 0.005 0. 0.005
352 0.076 0. 0.076 0.071 0. 0.071 0.005 0. 0.005
353 0.076 0. 0.076 0.071 0. 0.071 0.005 0. 0.005
354 0.087 0. 0.087 0.082 0. 0.082 0.005 0. 0.005
355 0.102 0. 0.102 0.097 0. 0.097 0.005 0. 0.005
356 0.1 0. 0.1 0.095 0. 0.095 0.005 0. 0.005
357 0.087 0. 0.087 0.082 0. 0.082 0.005 0. 0.005
358 0.077 0.003 0.074 0.072 0. 0.072 0.005 0.003 0.002
359 0.079 0. 0.079 0.073 0. 0.073 0.005 0. 0.005
360 0.079 0. 0.079 0.074 0. 0.074 0.005 0. 0.005
361 0.08 0. 0.08 0.075 0. 0.075 0.005 0. 0.005
362 0.093 0. 0.093 0.087 0. 0.087 0.005 0. 0.005
363 0.109 0. 0.109 0.104 0. 0.104 0.005 0. 0.005
364 0.103 0. 0.103 0.098 0. 0.098 0.005 0. 0.005
365 0.091 0. 0.091 0.086 0. 0.086 0.005 0. 0.005
366 0.082 0. 0.082 0.076 0. 0.076 0.005 0. 0.005
367 0.082 0. 0.082 0.076 0. 0.076 0.005 0. 0.005
368 0.083 0. 0.083 0.077 0. 0.077 0.005 0. 0.005
369 0.083 0. 0.083 0.077 0. 0.077 0.005 0. 0.005
370 0.104 0. 0.104 0.098 0. 0.098 0.005 0. 0.005
371 0.111 0. 0.111 0.106 0. 0.106 0.005 0. 0.005
372 0.106 0. 0.106 0.1 0. 0.1 0.005 0. 0.005
373 0.09 0. 0.09 0.084 0. 0.084 0.005 0. 0.005
374 0.084 0. 0.084 0.079 0. 0.079 0.005 0. 0.005
375 0.086 0. 0.086 0.08 0. 0.08 0.005 0. 0.005
376 0.085 0. 0.085 0.08 0. 0.08 0.005 0. 0.005
377 0.087 0. 0.087 0.081 0. 0.081 0.005 0. 0.005
378 0.105 0. 0.105 0.099 0. 0.099 0.005 0. 0.005
379 0.116 0. 0.116 0.11 0. 0.11 0.005 0. 0.005
380 0.106 0. 0.106 0.101 0. 0.101 0.005 0. 0.005
381 0.09 0. 0.09 0.084 0. 0.084 0.005 0. 0.005
382 0.088 0. 0.088 0.082 0. 0.082 0.005 0. 0.005
383 0.088 0. 0.088 0.083 0. 0.083 0.005 0. 0.005
384 0.09 0. 0.09 0.084 0. 0.084 0.005 0. 0.005
385 0.092 0. 0.092 0.087 0. 0.087 0.005 0. 0.005
386 0.125 0. 0.125 0.119 0. 0.119 0.005 0. 0.005
387 0.117 0. 0.117 0.111 0. 0.111 0.005 0. 0.005
388 0.104 0. 0.104 0.098 0. 0.098 0.005 0. 0.005
389 0.092 0. 0.092 0.086 0. 0.086 0.005 0. 0.005
390 0.093 0. 0.093 0.087 0. 0.087 0.005 0. 0.005
391 0.092 0. 0.092 0.086 0. 0.086 0.005 0. 0.005
392 0.093 0. 0.093 0.088 0. 0.087 0.005 0. 0.005
393 0.111 0. 0.111 0.105 0. 0.105 0.005 0. 0.005
394 0.124 0. 0.124 0.118 0. 0.118 0.005 0. 0.005
395 0.117 0. 0.117 0.111 0. 0.111 0.005 0. 0.005
396 0.09 0. 0.09 0.084 0. 0.084 0.005 0. 0.005
397 0.095 0.003 0.091 0.089 0.003 0.085 0.005 0. 0.005
398 0.095 0. 0.095 0.089 0. 0.089 0.006 0. 0.006
399 0.097 0. 0.097 0.091 0. 0.091 0.005 0. 0.005
400 0.116 0. 0.116 0.11 0. 0.11 0.005 0. 0.005
401 0.129 0. 0.129 0.123 0. 0.123 0.005 0. 0.005
402 0.121 0. 0.121 0.115 0. 0.115 0.005 0. 0.005
